DW_CLIENTE;DW_TEMPO;DW_LOCALIDADE;vr_total_venda
b8dc037eab3bca02eb4fe5b72f9edd2467ee4f8e442724d6242cc906799a917e;e930934e10c51bdd5185c8999dae69fd9a525e43536864bf27ad868015a14ed0;58ecd28c85760d52a3a10a4929144a1040a6f1f444f5efbf8fde6eef99b35983;""
cdba1b7378418e9330d4931a378258a429c8c4a756878b521819d7f262cecbda;34144ab23fa75914c843131b8d54cea0fc0494376b6e6aea3147f984cc52cefb;c4efc25f446470a6f044ff1971974e13ee589716ec0f9732f3be78f171dcaa37;9817.0
2455786ee828ce57e3a4d28610bbfe2ef62a047fd8b2a3f715b57072df8c84bb;83f09c8b35094007053636cb2eebeb68dcab33e6c019263bdfc8211a005e7851;ccc1359430635ea4f26b369bf8517c7c47782f779e0dce96317968b1baea92d9;""
550c0dd45f56d7d78cb19556562f42cd5ef9cc1f067433ad0c22ba83c70979ec;f140f41bb07080ae41e765abeeb83f7d5245c159ba1bf9794c825575723739ec;f958d42053e01108e207ff8bcbbfd6778bc514e4729727463746389a596dc7cb;""
c4c33f573f3c342889909747cd27806a506c6db06c625c3f7f46ebbdc56d745d;5d1ea14affd734cc0d41745ddbfde240935dddc72e513dffe5f75af04be6201b;9ecfbeff850a5e0386b7bfdfab41c88d80985b55117e164b35719b62a1f6db11;13895.0
dc6f9d9e440237228286cf2b3421d739742f68733d423717b9d944e0d49f70ef;963ae22fdbbcf2c59ffe454ba56c79c0f82d4da4dda1ddcf96f0c100ea5edd26;4840ebcb7794812050692f1b82d57de72f23febbf26c2ef5fd57e2276f6ec99b;""
56697bd1828c35edb1687fecaf1b6b47151490f5a554b0d086bb5687ffa047cd;e68f32deb0590059118c7ca793f7976ab55f08be732f414dfe1a7c0abbb0970e;82d97f314377f2b889405ec9ba9daba4c176b37e0e3d972a112f347a2b1a86ea;""
35d69876c622822853e2f598a97e1d23b728cb234d7997ce4ff0dbfb9d7ff4b2;f4d38e8284b2be763a73a0ea961c98e2dd949dcf87a48300f0784ee5299808b4;95b3323e8665fb6ba21cc5d45bfb4b8c02da8df0576cb41b8012537f8d9beac5;2752.0
b58c6988db78b1600d43e5a5fb6fba5b5e097c5932f486bdabe1eef634a5ca50;db944dc87e1a081122ab631390501154e537acd15b9ff4ea275f8c141b6999eb;4a39687b14ba3995df61ebc8ddbefdca1a88890f024d9e7f4ff15700de598247;""
a657fe75028171e5cd3fedd6d91d16f16da60989fab8a70433cff53d29431d6e;19ec39da4c0fcfc41fda09268b79dd879961e7b2d82926a5518160f9f2bcd646;cb7c53d266a975487570456f638b063b60272f1f76688db09ba8e0530b558af5;715.0
efce156221a053632527fde59f70ecef13f4ec36f0618e3149117714a222037a;89574bbd4ffd651141163c412a4e239cce02e20175205b3386574afdd1d2d33c;2c18024b0c2a73bbd41304339e905ece427d715084943348e97e8a1cb3933c9e;""
dc6f9d9e440237228286cf2b3421d739742f68733d423717b9d944e0d49f70ef;53c191f37b60c05e14f4b3faaa0f273bc4f3674fd82d477e408d0bb2e32872d0;4840ebcb7794812050692f1b82d57de72f23febbf26c2ef5fd57e2276f6ec99b;""
8c537c6162f83318e31d9e81d389eed4d0669aaf9fea9d8524234ab09bd69f7f;d7f821f83ec100d69232834e77ee54b569a88c1bcc777f22bcac54d8e69d59b7;64d2060274f0caf5af380fe4ce703d111c7cfd052b5b82ed997bb9a5ce7588e9;3843.0
83baf6768747b9d227b4dd3c410d7c1c4b1096156cc61e44e9a70b7a5b394d01;f7d5a458e3e6f21370a657a54d131c9f3ade02e6a884bc379207bb1f95257e17;cf9fb296f80152eb7e75d10c570350350c1048c119da2fb46a52cd4469f2482b;""
755b64596ca285175a8f503d17f694747f2edc60023a4732b330a15c723e8f55;7e2a9f91ad607c12adc31b961c0cfa9332ba0d3ad8ee3a5a3edfaf52768f5df7;eb55388eabbd05974bf9c72f67edf4ccf74eb4eca08c7c55ec32670354797633;4000.0
896fe934b0da060804f3126bf14b26673c7fd7ed7dfbd6ac2d1dd0f118d61aa3;19d783ab2a52b90d4827202610b16448d56f143b1ca1e4e42feedd0f13107562;9b71644eb5314e210c32a1953f309861140679b904872f239722cf3ca604fe5a;""
ba622b2c6061b990d969e61da611829c6b743bb4332c98e80b69ba0e49ef2a0f;63867b3f6501bf72c4f38ac1449410f68f3e73b1d3fa4ec491da1f07d27540d5;6046602bc6c28cd5c28b8e4c04df905abe4ef5b014d87569d51c04e3e9ea9972;""
422f787c4fdf2ca4fef3eac5c0dafa5a3ea05f91d6cb725043d4dfd8c1479cd9;28d4645054c706a93c87ac9f761324a427516f602546459f8586bd86807912e1;aa7893572c570f0a584f7d9537f57051316ee28a8e7b5349e0c9e8e03783ac16;""
b831f81a2b0bc8d9163eb140a17f1efdc02427ab3d5c47f11244566a58628feb;a99e777125750bc6333d72e907e3bbfc7bed60141fd55159d95baa9fb9976a6a;d35852ba67162a93186175f9953ce868c29753cbfe06345781f0183265b8ccac;""
efce156221a053632527fde59f70ecef13f4ec36f0618e3149117714a222037a;68b437639ce703540f3fcd2a62c3aaf471893344d482fc99202bfda9c2c0354b;2c18024b0c2a73bbd41304339e905ece427d715084943348e97e8a1cb3933c9e;""
7fc571f9a9f792aa54d1788f924606a67a55634e46b8f109637f6e9313c0e0cb;2ec3fa18137efc122bdaf06250af30bad94a7a55ac315692826bb364b9de04a3;a1429b6470e0910788aa331b92cce7f7fed163c69617fb997e0ce7a4983d8db0;916.0
48d870ac486490a122c478a57d7a923704832b8ef7c0d4da523cc066b37c1feb;ca13e40ce63f7a3c320c2178f5c1b65d3743b0556cfac33e5eb6cb55df3218d4;7a7376fe08e0e8d81da0bff246897b9f9cbd8184a2000221f57802ce2e4d52de;644.0
f107c014a8f7038b064bdb92aa935c17d3c30629838c96c86d451c1852a91802;64bd36a9404e066966f18989c85a4682b4454301d4b2b2e2a199e17366542862;6455a57534217ce41f4bde96fcf71ab1cc4d4733d28f0cd77a48e15a0533bf68;""
2285ac7a6a813bfdf283d1c4d3f95a496c6e8e8a63438a3667ce3a83b28b2179;c0b7539d7d5036440442e82264d94bc540e23aa8203e4f7d84c73df9ba5b0250;5cf5e8e04019aefea010973aae986c31ca2d210f01b6802bd11a023f5240d111;""
6a0f281700d8696ae15476f236fc4c861daaed06f1482c5d22a2ea63e93bab18;66c5d762a5f8ef82b08aee08744e0341cf8c5a12d561758c700cc0245261587d;65e71baaf1940ef0ffdea30d6336cb697decfdbf0c524203b65f1f96878af6bc;1290.0
e25ea913acefb99dc211113de0a5c7cd9d9c679e33eabcbde13a7527bfe3cb41;20bbd0d3b6f5641a71e308be2a4388cd494f308d00603732b2cd82f947b2bfef;fe0358c7c3bdba7e01858e5a5580acd90a7dd8531c1fec51c9cd993fa6728661;1241.0
9b3f771017db16d0cb719b3f66947d295058c5143dbcc4636e2f08394c827597;adb7687521f91fe1a55ea5b558c33e81a338270a0687122454e1615d6308533a;5533c7a7b409731cc5d28663fb678f2f20ce83499eb7ec2883e3901bdf9be9ed;""
8e8e5e510c6939ee70e225f7a52ccb32efe01c98b7ca811c10a0032c00678705;74ceea15bf7a0ec08053fb7279ebc033ae4eaf48abfe597d8b29e6eb9e588542;b1caf581a629251cd53fa6b1c15d2a168afa5347db389d126c1bf4708de2e754;""
56697bd1828c35edb1687fecaf1b6b47151490f5a554b0d086bb5687ffa047cd;f323c8cb3567bd2a25a29dbd4072057e4aa31fc445e05b7c8f3c1bc48f32ec3b;82d97f314377f2b889405ec9ba9daba4c176b37e0e3d972a112f347a2b1a86ea;""
8ce5e354afdcc6c165756a88ab784ad0a3da070391571dc40c93fa111687e426;95288b5b7778538f4d2b1e878df74afdd859361998e6d5852bb405b340a8538e;e1d9b8155a7fdd7aef70a42cab5292a07d47f00acd8a1240a03aab4d1472295c;1150.0
b279e3d987f0f08ab4318c3b6a265448297074c881d94ffc7f7aca5c09259d2f;adb7687521f91fe1a55ea5b558c33e81a338270a0687122454e1615d6308533a;0505449366c1a8ffd864763d7ad5760b97c9bfdfa4a6c8aa87e096cc1bf004f0;""
b610a1b98e5e5cc08ff4b17208f44cd37250a012650bf08ca5c0d1a729fb882d;224e0275f92cd84c531fc682770f7a2d07f240429b2066ae4e17dab2c678314f;d367daf70d4391848fafaab26c4573a780f2ea022966d8a30a6518284f8abe15;""
0604c72a6365a2bd3d0be90fb56c70ceb14a4d100f32a90cd4a7c80b434b89d9;b7547a929e68ccd61b5cd0cec731954a8a2e29e2dba64ce544e59ce5cc27e291;48cd8096f14ed642d40556e673a375d6ad8526a568b157ea7320f3c0df71c245;""
6a0f281700d8696ae15476f236fc4c861daaed06f1482c5d22a2ea63e93bab18;356895ea282d653ad89c1dc54f44fc7caf853ee0dbc2c219f929177241cb282b;65e71baaf1940ef0ffdea30d6336cb697decfdbf0c524203b65f1f96878af6bc;690.0
d66bfcdb0de9cc2ff435b11f0c6517b425e70c3cfab168cad4e7e35131880f2a;5d4fc7cc39a47419878c762bb5d1eeffc8ae67bdb53e57372af43f2531dee72b;13c05472220a04be7e4a3b81e9a5a878907293388617dec1139cd539b354c7a4;""
35d69876c622822853e2f598a97e1d23b728cb234d7997ce4ff0dbfb9d7ff4b2;c0b7539d7d5036440442e82264d94bc540e23aa8203e4f7d84c73df9ba5b0250;95b3323e8665fb6ba21cc5d45bfb4b8c02da8df0576cb41b8012537f8d9beac5;""
d6747522b68a5d65f845fc8d83a07b0db2092a90dd483402b46d2f701244d6a9;20bbd0d3b6f5641a71e308be2a4388cd494f308d00603732b2cd82f947b2bfef;5753afa139eca5b1e43888feeed9a6886af622bb73a1d566a54343e219b892ed;5960.0
017587d6627a3124edc9ab956b6e89dfec8d060256fad152f7ff64c4b2739b25;e6c3150d53dc6a606771153925f023d09fe034fbb734f3abad639d36cc515fcf;dde173b715bb5bd82335ad77229c61e2f6eb4a2db1f69a3d5542c08b2f281436;""
cda045fa6ae07490bf9621a80418aecbc417b57df49705d27ad2d16be4398a2c;ea7f96a9f023e7e2e8f76863b63898286c2c9dfea1e2b1125000578c1dbc39b8;43adfde2499db52f6d21ea9212bbfe57764eb370bab38d334e950ea29b38804e;""
6c77da70c0590f510c45769cc019b1d7cd926344c03cb5e9d8d9806f61065583;c4a5cf3600249fb02b541ee8c03c04f2af0eb57118cc0421cc5f40e975b3f314;e7ab4b2272da9a0f44ed2c6493b9f761db41ab0d6bbe88430d4515dbd681fa56;""
93ae8d15fe4cef975c131b5473358eb9e3eaf8da5e6f85cd5d9f83e7b7262669;7d7f761f04bc0d1b3f4b4178132a76686d35ab2c1e2f65e69c87fd3831ef6367;31e1194a69471249781ea4c377af72bd6392a079e4b19b504e6a118586c9df9b;""
ab5cdaeb881f07a48b8a6a86c7f94d0a9a1a11095365c15ebdd37db0ae73b7d0;01bf5dfa6633ac6553c271cd4e22d4acddf55d3695c42ba6c3637bb4f7915991;9951c1f846b4d87dd060fb16ad14f1995cc8ecfaf50cdc25ff00160d87f77ac5;""
0ee0a19fae03b8080c80b0df6ac295d9dc12899a04ebf07c239d765d885889e5;17d53766d2daa89e46920817539e6e88f663394a1c33e992ff43d4d941157f99;52cce8d06e46aa4c9c0274335a67089cd48e92af64094065c5e04bcaf4aef59b;48875.0
8e8e5e510c6939ee70e225f7a52ccb32efe01c98b7ca811c10a0032c00678705;272829ae924782d146bda4dd8dfe20f038474605aa7fd10a84ad0a03acec59bf;b1caf581a629251cd53fa6b1c15d2a168afa5347db389d126c1bf4708de2e754;""
b8dc037eab3bca02eb4fe5b72f9edd2467ee4f8e442724d6242cc906799a917e;504c6b7ef4f13611bf560c27711ba1d08e8df9ca71c2f693e270f5f4c86f2e5d;58ecd28c85760d52a3a10a4929144a1040a6f1f444f5efbf8fde6eef99b35983;""
da8a890a9962125a26a1076ca2239a5db30af2907f1e5b8925fe0ef3379d84e7;66c5d762a5f8ef82b08aee08744e0341cf8c5a12d561758c700cc0245261587d;98bc064dad5ee33429e5fe4c32f7a085b53935cd34845a2a2865ba1c5ac44e23;""
56697bd1828c35edb1687fecaf1b6b47151490f5a554b0d086bb5687ffa047cd;d0b3102f4cb2e4bd5b27472d511d2a2f0a8484b14df375786369c489b3171cbb;82d97f314377f2b889405ec9ba9daba4c176b37e0e3d972a112f347a2b1a86ea;""
a6dd34a176d9e552932f5c053f2837ba0b8ad51798856bc4b0b7635b966fc1e4;8e985796c2587c02968c287710e4f3f8ec3963db34ffc4443b3dec8437797804;d2ae1db88e40ba0d136acccfa9c94406cadb407f79037e2645ced8fc9e65e519;""
c316db992c952acae7800408663e06bc84629e0683e39e897a22bb6e4711eecf;f6fd1975f16a73356372122584a67137b3fe1a8ef8119c76452497ff857ca876;af24edf218bd4cf11e85830b7e479e1316de1020736229da67f53a4073139c54;""
e08cc3257431d16490f8eb55678681a143e0f31aeed7229de4ca8184c1540d28;ca13e40ce63f7a3c320c2178f5c1b65d3743b0556cfac33e5eb6cb55df3218d4;e7792fab51ca60503b62fd9c589d5434d5f7406faf8db4a45f84d15f480737aa;""
71915c2acf51001f0e57de1efc03f72cfaf548af9d6e1b7b8ddaf51c9e2b3ec8;1fee10e64cb636804a6540dcdaeb6fca626d390e2099df52728a43ca3001680d;8dd2f7dc223639c5e3a541479f07e3d009080d634778fbbe75535cd01e2808f6;""
9b3f771017db16d0cb719b3f66947d295058c5143dbcc4636e2f08394c827597;03952b2bcfc04b5d3d4bdc4a2857b87387d4549b0ef98674f36c04d4a3538e83;5533c7a7b409731cc5d28663fb678f2f20ce83499eb7ec2883e3901bdf9be9ed;""
2455786ee828ce57e3a4d28610bbfe2ef62a047fd8b2a3f715b57072df8c84bb;fc2f49f9abfbca921eead0478918adb98a6ec13826d152b77d01eca5e109cb50;ccc1359430635ea4f26b369bf8517c7c47782f779e0dce96317968b1baea92d9;""
0a756b599b1f8b11e31573e364eeca68a646d2c2996f7a2dc9aa9d85c562046d;4203dcc9fba2a47711816c8ea7456d7848b050c2bd858157cd4f377765f13d26;8952287c8d221e7cbea71d3cef90ff692d83fc400ab1b05c285e0236a981a612;""
76e7a038993bcfe6d1bcb910e52394a078c9e917637ecfacec5012e8551fa1ae;74ceea15bf7a0ec08053fb7279ebc033ae4eaf48abfe597d8b29e6eb9e588542;a2b318608e5ff833329ce9958fe1d33233a606fd8114bb741b70eb37dc4ae724;""
485acaee5dda488e2acd1db31fad9b91b250e1a6aec0923e472a26817235cd47;d484fe61529cddda577b836d1cb28b9c3435897b90855a2a05b2243b9fc113b0;049cc9e1e3a1bc9c8bee2219d27510d1cb20f37a97c54430f250336c3def7ddc;625.0
017587d6627a3124edc9ab956b6e89dfec8d060256fad152f7ff64c4b2739b25;8c5f59ccd450d4c577c525495c470d5d327446468c0acb4bf571af423b632c9e;dde173b715bb5bd82335ad77229c61e2f6eb4a2db1f69a3d5542c08b2f281436;""
b42f17fefd02041c95a42dffe9c9407115d474d4396e0e93c890212bc6a405a4;6a59e0080e79a1905c23ce470a1a7cd78e7200ee6d4c9df8ac1ce8c6143e661d;b0f671119c57b69e13b67672e33495e15e38458d5628bcd7904b05dc64aa38bc;""
037c218cee477d2adc9c05c3799d7e6c0c1a91b6cb5e510e7b0c27ab8b1a1dce;6e0fc5444df236b35e0ffdb6ed0c2f38c1c3260026ceda6828399f3773947a55;4158c337980fe61ab1eb22af50499435b298245f20753480353dc1d82417c494;""
b4f624eeba2be48fa9cb083c8efef740995459ee37ee847c7f1a8f85ac153272;1601a48b5ab29ce3ab49a155ac2a622995efb6ccdf07c1ce2fc8a19881a00168;4b8c7f23275598ddc378822f96fad10d9dc8382ed47643cf59832ccfb77ce5fa;""
579db690f7d411492e683bd060650fdc80fdd026dffc1823c6a7992074f1310a;fa211c91cce0eb31caa292f1e6d277a91f6e62ef59ea93e02558f11129cecfb1;bfea43c9ccf5c92bf142f264c76f22652f20414e657c9f0e8ab5c6a5d518b159;""
34dd5cc82dcf9c17938ee9b90eb9d0b14d63e2aab15f0eafdcc4975b055a33f9;047fbabd2af5b967c037269aff3a8d8e2164155bc2690243beda45056bc26526;6e59e14b0b48197576737a1647ac8159757060bdb77f34e4453049a837f8ba4e;""
fadfca947d9796ef0293dcb397891177b96752bdae2d537a1131c4e000b4dead;f478bc3a1f00683516dccdc8d89a14eefa40f9da9fbeb5c2536e13c7d21374aa;2e28126255c88a1731da32f3eb869075af4a90cd03a8b4b45cb3571ee3676515;""
0bd0497dfb7a1c58af212f20a2e331362304e8982a255fe54e5ff365b142ca71;51235e3156953a7b1cfa839fe7d1029ab2fe80dd8158391a7ae2c5d4f9398085;c5df43a217d81e8686161c20221a9387fcae2f68e86a6b5c650953c0fb77ac96;""
f888e97ae246d3932e8cebf100d136aaf5f8747fcff1abc478c3924ec1d3d805;deed6cda03e5ab537107ba21a2dd40b57703fb99c7a86bc9a9da9786b088f6c4;5f46f12c4860fc0e1699cc1b513cc90089776df20b43e81ab43d5117a9d7187e;""
591e757c88d742d769b0c21fc0ff44d068696e5f08bd1f638739885e4800a9e6;fad0ac7cd6f1bdc3a2868c46ee6c06078cbfa506c0b9d5a3a2a498c230db18d6;29b13b620ef5eb8af74d1a5dd4ead87e6745988b7796126939e0720ec9c21197;607.0
6e92a5825c19aa5cf86782f7d233412a9cbc209eec93506ed8e1202aff9f3afc;8770fce38051092993d547c50866787f42a72d36e086dde7c1f673f4ca99df96;5234dc8ca54fd8c1ba6a40566658ac509d99ba5c123f663a9b006137fb394a4f;""
eb52eb13dab12f085db43a6ffe68db6a6724786f4fb13013362b66895f941a32;24f0aa52fe17b4b33a5d13ee29f26f5ee87853278b93ae0a5f5b0360c96f6ca7;46fcfb2e3dfd9d237b9996b8fa3a815cc3317c362e068fdc64d70c07947e4806;1738.0
7d2e2d54299bbfbc6bb91298614c2bef43a2f1aced96a1bad172dc42af0a7630;183b2b3a6baaa69b6caabdfab93895a0ca8d7d8fad4fc110007d19b00ffedf63;bb1ed76e547655ad3b0ee84fd144be42d64f3748db52b1f8a406b38e9bc183a2;1725.0
653cc994276af4c6cf8be274447863bb32d836977b5fcce88761c39bc6c2e510;9b57dcb1971179aa7647e5d3794ae8fbde2c8da0ded4a2401e22dfb208a6ff56;4f12398fa01761ca60b326df92021fe096db36b8a033b5ac6dd979ae5fcda223;""
b279e3d987f0f08ab4318c3b6a265448297074c881d94ffc7f7aca5c09259d2f;365de4fb441a442cdde635d0c4d4b28909522f9c6fa0b7c115ab474f0040e7bc;0505449366c1a8ffd864763d7ad5760b97c9bfdfa4a6c8aa87e096cc1bf004f0;""
91ad3feb546e2e3f7616c5864c6961d6c00f571be8e160cf48371289fb38251f;e07c8c38c24f08fa93e28761e7e8fbd299c3a2add0638cd9383accd2f0965260;ffaeacb3c05171d450410242ae890a6f7b914e7b990ae6205b3c24aac16879f9;""
824f5a653a5bd74338f989190054cb4ce855af4074faa6cd8fca03dd8363acfa;183b2b3a6baaa69b6caabdfab93895a0ca8d7d8fad4fc110007d19b00ffedf63;f85303c3276e9e8c2ab335ed8fe72835621da7ba9b8998f14dceb95e26e123bf;1299.0
aada26d2559205e00febe511311e2d404190dc03702a467c7798c09ec094a8da;d5b9d66741a71ce70668192f0ce74cae1c6b367a875566b47be9188638189f08;bf51469c062fd27d98c078b41ad67987c86adf0f77dab886774824ceb1443e5d;""
dc6f9d9e440237228286cf2b3421d739742f68733d423717b9d944e0d49f70ef;4a3933e506f2f5b8c8fb2fb409e2b271fd35ba8f788c2145f3c0654fc37d7f51;4840ebcb7794812050692f1b82d57de72f23febbf26c2ef5fd57e2276f6ec99b;""
c775e06fcd4bd0165216b101473db00963db6643c91c94fc43e92755560b7be3;69d332691e1696723fffe32e0374dcb5928d69d4552fc6cda3f6802e6df781f5;e46a8395cdf5481e8dc289ac4c941b981720d76071d94bbd7e7b1fe790da82ea;1426.0
a7bf0b631c877e9d3b403f923c6936635ba9541ab808c967c9b2023e4ed68d72;83bf12c1f0b47905aa99c727366d2de6ced62b6ead7dd43e8a48cccdcb5db869;abd489d2033d7bc49357881282cf7f4aa809354cb8f3e90b328a21a4f19a6e3e;""
ef2bfd6088305341d8785a90771cb775f460a2acd77d3ea07694e53b139ed840;6c7255996c7f97341e4d61653d9346fb09295f10ce9f28e31ff093b714542215;f1c72708d1118664cfc11b86616e382f6d26d2d3e508b1368c2cbd9bbb8dfbdc;""
5af23b34525ea36ca6ba8c1abe6ab42463b1c270d504cd8b2b5ab04e621b91ba;fb787a9879424ffffd4fa79111c845c8c3a70565800d685b36fa1fd4d911f981;93608b2abd9b5f31c7bd67fb8aab3796a65f3e8fc44d30ebb6b9dd5bb0cde38d;""
1daea7fb1ae751f0151cf312903f9720024d5b792e20416aa6f43e372d4f3d6a;7f20fee0e5d05fbe47e35fddfbcdeff42c54ad9e83be8d21a914299eb37a3594;6cc2f08869833f115830af85e68ee4bf86fcfe453662912ce75399d3e242e75d;1725.0
5af23b34525ea36ca6ba8c1abe6ab42463b1c270d504cd8b2b5ab04e621b91ba;492ef81fb2bb82f52ea3b75e1db5550cebd6423c97a2dec5a977f50b454c1920;93608b2abd9b5f31c7bd67fb8aab3796a65f3e8fc44d30ebb6b9dd5bb0cde38d;""
c0aeb07f9d96fd58acdfc07970a7eb03861805239ea00ad6155ecd13b741457c;ef9d891c8ec8bbd80cfd65826f938c6d01dd82f5c6d17e2acb8bcd0ce6b06789;3c11990bccf224059d894c4d2be6ab94c2f77e310603e82850f3e34ded177b3d;""
6810bc01b5745680c442db171e56d2048bdff0b6fa5f8b7987424a3357906abe;3f8231a179ea84d7f86b94b6fcbf4476bdfcdaf72a0f6c7dc12a267dc08bf933;ba4834d429208026a54916f09b77abd4387763ef1e558bdd256521ab032c7508;4565.0
b279e3d987f0f08ab4318c3b6a265448297074c881d94ffc7f7aca5c09259d2f;03952b2bcfc04b5d3d4bdc4a2857b87387d4549b0ef98674f36c04d4a3538e83;0505449366c1a8ffd864763d7ad5760b97c9bfdfa4a6c8aa87e096cc1bf004f0;""
1602a34279949eaef25b4c0d59641e8a84a9696bce1defb4ecc1d734621fe7ed;8b2220e6fcd970a04efb96dc7b4e50c92a0fab213c5379b9dfed43c933202e4c;eee213de9c91dc561a63dc106ba3a7a1d734ef874e4d52816c2567a069f0e482;1103.0
eff7c42572e0c3edda31e59ba3ad0695fa1d90a7d56149e5f25be634b9e561a3;6f23ab16f69572bcf9117221b716ae52904512a2be3fcaa8b6886e88a9daa501;5a4a9317fc44e33a2f239dfd4a43b552742c05829a61c789d0169e0b9c370264;645.0
9b3f771017db16d0cb719b3f66947d295058c5143dbcc4636e2f08394c827597;7cdf990ad60b17fbfa64b6b628938f94a6f7276951e2bc420ee4b87386d8de3f;5533c7a7b409731cc5d28663fb678f2f20ce83499eb7ec2883e3901bdf9be9ed;""
5cc78c836bba61cd0d3eb0966be5952a3e174ded493bde14ffb4c24a0a4b5da0;7e5e716e293b810e89c522ab89e0c0310281b6fbd1a64a7862b979b6a0154f9f;8875356408569c88178772c74e97403139cba4c8343d490240064e768a832e34;""
0a7e3fd6e27cb1dff05344eb39f744d6154f165bbd763ca96b2660d510505894;9cf7f720ff8efcabb519252978fee0758e418066d27c2ae9259db60c75c38997;19102ed0d4309e3d4dcf0d61a285792bd667349d3c262f54493e0664d70a0fba;""
d6d4e22ee8e916016f180dd46c11bce4f79167ce4414d28861793f1a828da267;3c0bffc6e7e81ee3ca7ca26f42af256ca0548dcc1114f5473555d098b7db237e;d5db08c35a136bfd5846c0f47321108154144558f0c855a1f71dc1093309e54d;""
d23d3b89ace24237c8ade0eb5d6f6c6ae79bbdb9c4356736a556d806c7a4d398;3a510082bb6fcefb1625a01d72ffa7cfe1a96fefa93578eaebb07d52e643e125;96542d01eb9edd2ce9155c8dfb37ec1b69eea5209f04edaf23a4dacc35844e52;""
ded1d2cae14ebdac18ae69ebb3e5b35424d9104cfcfd2a266a9c3fcef6b2f196;aaa61d5c67d476e1bd356b005bf2437e60b597cf53a8ebdcc5b6ee7c803370ef;c677a6b1f3db695c7e45f9d4d8cc3e0f84a7d16de26840e4346f1e071b07b679;""
2455786ee828ce57e3a4d28610bbfe2ef62a047fd8b2a3f715b57072df8c84bb;9a8936b77df45fb9f54b35973879abf40b8a022cd63ad7be87896d532410c719;ccc1359430635ea4f26b369bf8517c7c47782f779e0dce96317968b1baea92d9;""
f211e75fd98c9452bf4097298df33c8666f853c26883e26feb90cced65f377d8;9bba84c360a7a342c214c7170be84af7ba8ebcb8b73598bd7811e6c6f3783cf2;b4e6f5b416d7281042ae4ce4d449d2800865da72f65d3b522457dad339911869;1724.0
5d41576f0139fa33b0fb3909fef69573f2e26b6e77db82d1a23ba0048e0ddf4c;19650da03dd0ab25228cc7f41378dad56baf06169ef8dac5201dc722c43bdb39;3366db7510b6808d61fefe23a599eca41f1f9b630c253f892d07576ccbb16495;""
1daea7fb1ae751f0151cf312903f9720024d5b792e20416aa6f43e372d4f3d6a;047fbabd2af5b967c037269aff3a8d8e2164155bc2690243beda45056bc26526;6cc2f08869833f115830af85e68ee4bf86fcfe453662912ce75399d3e242e75d;""
1046417cb787756c1803b113580b70488649415e76d032ba0b52536f1c0197c4;ba95e298c8f428a578f2372f6caccc9287aefc596f835156a4013ed925a33e7b;39e9b28514d8474d890e4167129212a38b9e9ca6d88983934d8fe70d7c2bd995;""
d6747522b68a5d65f845fc8d83a07b0db2092a90dd483402b46d2f701244d6a9;49ea62747d36323a557b5a407d9fd232f3c6fd7c59c4cb6a4f23892838c91d0c;5753afa139eca5b1e43888feeed9a6886af622bb73a1d566a54343e219b892ed;""
6fb36f1d7e21592082f829cb76c3cdaf746e4652857bf8aaf9b5fe24a78385fb;74af0c62308472cc7a0ce64ffe9e7f3e591494200599150c0c07e7ff9af5c75b;37c3d363d56743c39ab83e34a53e97de94dfdeab284a39cd474439877b4ec6af;""
1daea7fb1ae751f0151cf312903f9720024d5b792e20416aa6f43e372d4f3d6a;aaa61d5c67d476e1bd356b005bf2437e60b597cf53a8ebdcc5b6ee7c803370ef;6cc2f08869833f115830af85e68ee4bf86fcfe453662912ce75399d3e242e75d;1725.0
56697bd1828c35edb1687fecaf1b6b47151490f5a554b0d086bb5687ffa047cd;d7f821f83ec100d69232834e77ee54b569a88c1bcc777f22bcac54d8e69d59b7;82d97f314377f2b889405ec9ba9daba4c176b37e0e3d972a112f347a2b1a86ea;2579.0
9c0758ba607d09f9f42ae98d7f9414518f0d6166700f89e1a214af7053ca3419;bce962fa1c6091e295efcb3732ecc432588bf76ca634e1b6c8c2dbbff2c4c4ef;b4e5e74ed49169f65d83b59657b0daa18329573e8e4d7f7ab31de1b3ff096328;""
d00b353fd8e05a02c601b62db2f2a0a6c598e8c9ae8ee245decab5dbba24a543;1a12ddde2e3444b4055a37cda3b300cc08f2826591dde4f017bdd9abaf395d71;989116c8fcab6d31e06c6d31d072123de81d4fc60681ca34050a96dfa9baaeb7;18426.0
34dd5cc82dcf9c17938ee9b90eb9d0b14d63e2aab15f0eafdcc4975b055a33f9;679fc90277ea55c60ed160d41be6d1c368c731f961c82131a3b7eef85f10c04a;6e59e14b0b48197576737a1647ac8159757060bdb77f34e4453049a837f8ba4e;""
f211e75fd98c9452bf4097298df33c8666f853c26883e26feb90cced65f377d8;2364cce16d4e2ba153c8aaa279eb177644a3163699950702950d2909dc3d7b63;b4e6f5b416d7281042ae4ce4d449d2800865da72f65d3b522457dad339911869;""
08700d32878fef3ce5235a36ed843de072f0db52f0f8d2dfd5665fa56febd246;9c7edbd56ef20af96821f8995a92260274ebfd6f445470ce0254283d377a6cb4;39442116084a338e53e01092a375eec925a633918be8c4bb1dff55bac414d8da;""
